
Copyright 2016 Prifysgol Bangor University

   Licensed under the Apache License, Version 2.0 (the "License");
   you may not use this file except in compliance with the License.
   You may obtain a copy of the License at

       http://www.apache.org/licenses/LICENSE-2.0

   Unless required by applicable law or agreed to in writing, software
   distributed under the License is distributed on an "AS IS" BASIS,
   WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
   See the License for the specific language governing permissions and
   limitations under the License.

'C' / 'S' scroll	sgrôl 'C' / 'S'
ropeway	rhaffordd
rosary	llaswyr
rosary	llaswyr
rosary	paderau
rose	rhosyn
rose	rhosyn
rose bit	rhosebill
rose countersink bit	ebill gwrthsoddi rhychog
rose madder	rhosfader
rose path pattern	patrwm lôn y rhosyn
rose reamer	rhosagorell
rose window	ffenestr ros
rose window	ffenestr ros
rose-hip	egroesen
rose-hip syrup	surop egroes
rosemary	rhosmari
rosette	rhosglwm
rosette	rhoséd
rosette chain	cadwyn rhoséd
rosette chain stitch	pwyth cadwyn rhosyn
rosewood	rhosbren
rosewood	rhosbren
rosewood handle	carn rhosbren
rostrum	esgynlawr
rostrum	rostrwm
rostrum camera	camera crog
rostrum front	ffrynt esgynlawr
rostrum front	ffrynt rostrwm
rosy	gwridog
rosy	gwritgoch
rosy	rhosynnaidd
rot	braenedd
rot	braenu
rot	lol
rot	pydredd
rot	pydredd
rot	pydru
rota	rhod
rota	trefn
rota	tôn gron
rotary	amdro
rotary	cylchdro
rotary	cylchdro
rotary	trogylch
rotary clothes line	lein ddillad gylchdro
rotary club	clwb rotari
rotary converter	trawsnewidydd cylchdro
rotary drier	sychydd tro
rotary index	mynegai cylchdro
rotary iron	peiriant smwddio cylchdro
rotary motion	mudiant cylchdro
rotary movement	symudiad cylchdro
rotary press	gwasg gylchdro
rotary printing	argraffu cylchdro
rotary quern	breuan droi
rotary valve	falf drogylch
rotary washing machine	golchydd tro
rotary-cut veneer	argaen toriad cylchdro
rotate	cylchdroi
rotate	cylchdroi
rotate	troi rownd
rotate by hand	cylchdroi â llaw
rotate colours	cylchdroi lliwiau
rotate colours	cylchdroi lliwiau
rotate freely	cylchdroi'n rhydd
rotation	cylchdro
rotation	cylchdro
rotation of crops	cylchdro cnydau
rotation of crops	cylchdro cnydau
rotational	cylchdro
rotational	cylchdroadol
rotational energy	egni cylchdroi
rotational grazing	pori cylchdro
rotational grazing	pori cylchdro
rotational motion	mudiant cylchdro
rotational movement	symudiad cylchdro
rotational movement	symudiad cylchdro
rotational slip	cylchlithriad
rotational slip	cylchlithriad
rotational symmetry	cymesuredd cylchdro
rote learning	dysgu ar y cof
rote memory	cofio peiriannol
rotor	rotor
rotor	rotor
rotten	drwg
rotten	pwdr
rotten borough	bwrdeistref bwdr
rotten borough	bwrdeistref bwdr
rotten egg	wy clwc
rotten egg	wy drwg
rottenness	madredd
rottenness	pydredd
rotter	cachgi
rotter	dihiryn
rotund	crwn
rotund	cyfrgrwn
rotunda	rotwnda
rouble	rwbl
rouge	rhuddliw
rouge	rhuddliw
rough	bras
rough	bras
rough	cas
rough	cwrs
rough	garw
rough	garw
rough	swta
rough and tumble	chwarae sgarmes
rough answer	ateb bras
rough cut	brasdoriad
rough cut file	ffeil frasddant
rough cut file	ffeil frasddant
rough dimensions	dimensiynau lled agos
rough draft	drafft bras
rough drawing	lluniad lled gywir
rough dry	bras sych
rough dry	bras sychu
rough dry	bras-sych
rough dry	bras-sychu
rough it	byw'n galed
rough metric equivalent	cywerth metrig bras
rough open	garw agored
rough pasture	porfa arw
rough pasture	porfa arw
rough sawn	braslifiad
rough surface	arwyneb garw
rough-hew	brasnaddu
rough-hewn	brasnadd
rough-hewn	garw
rough-out	bras-osod
roughage	brasfwyd
roughage	bwyd garw
roughcast	plastr garw
roughen	garwhau
roughening tool	brasnaddell
roughing	brasnaddu
roughing reamer	agorell frasnaddu
roughness	garwedd
roughness	garwedd
roughshod	trwsgl
rouleau loop	dolen rouleau
round	casglu
round	cron
round	crwn
round	crwn
round	crynhoi
round	cylch
round	cylch
round	morddwyd
round	o amgylch
round	o gwmpas
round	pennill
round	rownd
round	rownd
round	tôn gron
round arch	bwa crwn
round base	sylfaen gron
round bottomed flask	fflasg dingron
round bottomed flask	fflasg fongron
round bottomed flask	fflasg fongron
round bracket	cromfach
round centre cane	gwialen ganol crwn
round down	talgrynnu i lawr
round down	talgrynnu i lawr
round edge	ymyl gron
round end	pen crwn
round faced spokeshave	rhasgl wyneb crwn
round file	ffeil gron
round head rivet	rhybed pengrwn
round head screw	sgriw bengron
round head stake	bonyn pengrwn
round leg	coes gron
round lost head nail	hoelen gron bengoll
round nail	hoelen gron
round neck	gwddf crwn
round neck	gwddf crwn
round nose	trwyn crwn
round nose pliers	gefelen drwyn crwn
round nose pliers	gefelen drwyn gron
round off	talgrynnu
round off	talgrynnu
round plane	plaen crwn
round section material	defnydd trychiad crwn
round up	talgrynnu i fyny
round up	talgrynnu i fyny
round vault	llofnaid gylch
round vault	llofnaid gylch
round window	ffenestr gron
round-headed key	allwedd ben crwn
round-robin	deiseb gron
round-shouldered	gwargrwm
roundabout	cwmpasog
roundabout	cylchfan
roundabout	cylchfan
roundabout	o amgylch
roundabout	trogylch
rounded	cron
rounded	crwn
rounded	gorffenedig
rounded	llyfngrwn
rounded drawer slip	drôr-gryfhawr crwm
roundelay	cylchgan
rounders	rownderi
rounders	rownders
rounders bat	bat rownders
roundhead bolt	bollt bengron
roundhead rivet	rhybed pengrwn
roundhead scissors	siswrn pig crwn
roundhead screw	sgriw bengron
rounding	crymu
rounding error	cyfeiliornad talgrynnu
rounding error	gwall talgrynnu
roundness	crynder
roundness	crynrwydd
roundness index	indecs crymder
roup	arwerthiant
roup	crygi
roup	llindag
rouse	cyffroi
rouse	deffro
rouse	dihuno
rousing	brwd
rousing	bywiog
rousing	cyffrous
rousing jig	jig cyffrous
rout	anhrefn
rout	gyrru ar ffo
rout	gyrru ar ffo
rout	ymlid
route	llwybr
route	llwybr
route	llwybro
route	llwybro
route	taith
router	llwybrydd
router plane	plaen cafnu
router plane	plaen dyfnder
routeway	llwybr
routine	rheolaidd
routine	rheolwaith
routine	rheolwaith
routine	trefn
routine care	gofal beunyddiol
routine care procedure	gweithdrefn gofal beunyddiol
routine report	adroddiad rheolaidd
routine tendency	tuedd rhigolaeth
rove	crwydro
rove	gwibio
rover	crwydryn
roving harmony	cynghanedd gyfnewidiol
row	cweryl
row	ffrae
row	rheng
row	rhes
row	rhes
row	rhwyfo
row	rhwyfo
row matrix	matrics rhes
row matrix	matrics rhes
row reduction	newidiadau rhes
row vector	fector rhes
rowan	cerdinen
rowan	criafolen
rowdy	stwrllyd
rowdy	terfysglyd
rowel	rhywel
rower	rhwyfwr
rowlock	roloc
rowlock	rolocs
royal	brenhinol
royal	brenhinol
royal court	llys brenhinol
royal estates	ystadau brenhinol
royal icing	eising brenhinol
royal minister	gweinidog y brenin
royal power	pŵer y brenin
royal prerogative	uchelfraint y brenin
royal progress	taith frenhinol
royalism	breninyddiaeth
royalist	brenhinwr
royalist	brenhinwr
royalties	breindal
royalty	breindal
rub	rhwbiad
rub	rhwbio
rub	rhwbio
rub	rwb
rub out	diddymu
rub out	diddymu
rubbed	wedi'i rwbio
rubbed in method	dull rhwbio
rubbed joint	uniad rhwbiedig
rubbed joint	uniad rhwbiedig
rubber	rwber
rubber	rwber
rubber band	band lastig
rubber band	band rwber
rubber bung	topyn rwber
rubber digger	pâl rwber
rubber hammer	morthwyl rwber
rubber number	rhif cofnod
rubber quoit	coeten rwber
rubber rake	rhaca rwber
rubber sand mould	mowld tywod rwber
rubber sheet	cynfas rwber
rubber squeegee	gwesgi rwber
rubber stamp	stamp rwber
rubber washer	wasier rwber
rubber webbing	webin rwber
rubber webbing	webin rwber
rubbing	ffrotais
rubbing	rhwbiad
rubbing	rhwbiad
rubbing	rhwtad
rubbing board	bwrdd rhwbio
rubbing board	bwrdd rhwbio
rubbing down	rhwbio
rubbing method	dull rhwbio
rubbing stick	ffon rwbio
rubbing strip	stripiau rhwbio
rubbing strips	stribedi rhwbio
rubbish	lol
rubbish	sbwriel
rubbish	sbwriel
rubble	rwbel
rubble	rwbel
rubble masonry	gwaith maen rhwbel
rubeanic acid	asid rwbeanig
rubefacient	plastr poeth
rubella	rwbela
rubicund	gwritgoch
rubidium	rwbidiwm
rubric	cyfarwyddyd
rubric	cyfeireb
rubric	rhuddell
rubricate	rhuddellu
ruby	rhuddem
ruby	rhuddgoch
ruching	crych
ruck	crychni
ruck	crychu
ruck	plygu
ruck	ryc
ruck	rycio
rucking	crych
rucksack	sach deithio
rucksack	sach teithio
rucksack	ysgrepan
rudder	llyw
rudder	llyw
rudder line	rhaff lyw
rudderlines	rhaffau llyw
ruddy	gwritgoch
ruddy	rhudd
rude	anfoesgar
rude	digywilydd
rudeness	anfoesgarwch
rudiment	egwyddor
rudiment	elfen
rudimentary	elfennol
rudimentary	elfennol
rudimentary level	lefel elfennol
rue	edifarhau
rue	gofidio
rueful	gresynus
rueful	trist
rueful	truenus
ruff	coler
ruffian	adyn
ruffian	dihiryn
ruffle	ryffl
ruffle	ryffl
ruffle	ryfflo
ruffle	ryfflo
ruffled neck	gwddf ryffl
ruffler	rhyfflydd
ruffler	swagrwr
rug	ry`g
rug	ryg
rug canvas	cynfas rwg
rugby	rygbi
rugby	rygbi
rugby ball	pêl rygbi
rugby ball	pêl rygbi
rugby boots	esgidiau rygbi
rugby shirt	crys rygbi
rugby sock	hosan rygbi
rugby stadium	stadiwm rygbi
rugged	anwastad
rugged	garw
rugged individualism	unigolyddiaeth rymus
ruggedness	garwedd
ruggedness	garwedd
rugmaking	rygwaith
ruin	adfail
ruin	adfail
ruin	andwyo
ruin	disirywio
ruin	distryw
ruination	dinistr
ruinous	dinistriol
rule	llywodraeth
rule	llywodraethu
rule	rheol
rule	rheol
rule	rheolaeth
rule	rheoli
rule	riwl
rule	riwl
rule and thumb gauge	medrydd riwl a bawd
rule joint	uniad riwl
rule joint	uniad riwl
rule joint hinge	colfach uniad riwl
rule of Stalin	llywodraeth Stalin
rule of law	rheolaeth cyfraith
rule of procedure	rheol trefniadaeth
rule of thirds	rheol traeanau
rule of three	rheol tri
rule off	gwahanu
rule utilitarianism	iwtilitariaeth rheol
rule-based	seiliedig ar reolau
rule-based	seiliedig ar reolau
ruled	llinellog
ruled	llinellog
ruled paper	papur llinellog
ruler	llywodraethwr
ruler	mesurydd
ruler	pren mesur
ruler	pren mesur
ruler	rheolwr
ruler	rheolwr
ruler	riwl
ruler	riwler
rules and conventions	rheolau a chonfensiynau
rules and regulations	rheolau
rules of indices	rheolau indecsau
rules of precedence	rheolau blaenoriaeth
rules of precedence	rheolau blaenoriaeth
ruling	dyfarniad
ruling	llinelliad
ruling class	dosbarth llywodraethol
ruling pen	pen riwlio
rum	od
rum	rhyfedd
rum	ry`m
rumba	rhwmba
rumba	rymba
rumble	murmur
rumble	trwst
rumble	trystio
rumbustious	cyffrous
rumen	rwmen
rumen	rwmen
ruminant	anifail cnoi cil
ruminant	anifail cnoi cil
ruminate	cnoi cil
ruminate	myfyrio
rumination	cilgnoad
rumination	myfyrdod
rummage	chwilota
rumour	achlust
rumour	si
rumour	swae
rumour	sôn
rump	cloren
rump	crwper
rump	ffolen
rump	pen ôl
rump steak	stecen ffolen
rump steak	stêc ffolen
rumple	crychu
rumple	sybachu
rumpus	cynnwrf
rumpus	terfysg
run	libart
run	rhedeg
run	rhedeg
run	rhedeg (at)
run	rhediad
run	rhediad
run	rheoli
run	rhyddid
run a flat	rhedeg fflat
run a risk	mentro perygl
run and fell seam	sêm rhedeg a ffelio
run concurrently	cydredeg
run out	rhedeg allan
run out	rhedeg allan
run out	rhedeg mas
run out	rhediad allan
run riot	mynd dros ben llestri
run riot	mynd yn rhemp
run short of	mynd yn brin o (rywbeth)
run through	mynd drwyddi
run through	rhagdro
run through	rhediad
run time	amser rhedeg
run up a debt	mynd i ddyled
run with the ball	rhedeg â'r bêl
run-off	dŵr ffo
run-off	dŵr ffo
run-time	amser rhedeg
run-up	rhaglun
runaway	ar ffo
runaway	ffoadur
rundale	cyd-ddeiliadaeth
rundale	llain gytal
rundale	lleiniau cytal
rundown	dihoeniad
rune	llythyren rwnig
rung	ffon
rung	ffon ysgol
rung	gris
runic alphabet	gwyddor rwnig
runnel	corffrwd
runnel	corffrwd
runnel	cornant
runner	cydredwr
runner	rhedwr
runner	rhedwr
runner	rhedwr drôr
runner	ymledydd
runner	ymledydd
runner beans	ffa dringo
runner cup	cwpan ymledu
runner peg	peg rhedwr
runner peg	peg rhedwr
running	rhedegog
running	rhediad
running angle	ongl redeg
running belay	belai rhedeg
running commentary	sylwebaeth ar y pryd
running commentary	sylwebaeth ar y pryd
running cost	cost rhedeg
running fit	ffit redegog
running fit	ffit redegog
running method	dull o redeg
running oblique back vault	llofnaid wellaif
running oblique back vault	llofnaid wellaif
running order	trefn rhaglen
running order	trefn y rhaglen
running shoe	esgid redeg
running shoe	esgid redeg
running stitch	pwyth rhedeg
running stitch	pwyth rhedeg
running technique	techneg rhedeg
running time	hyd perfformiad
running track	trac rhedeg
running true	rhedeg yn gywir
running vest	fest redeg
runrig	cyd-ddeiliadaeth
runrig	llain gytal
runrig	lleiniau cytal
runway	rhedfa
runway	rhedfa
rupture	rhwyg
rupture	rhwyg
rupture	torgest
rupture	torlengig
rupture	torllengig
rupture	torri llengig
rupture	ymdorri
ruptured	toredig
ruptured	torgestog
ruptured pig	mochyn pwrsog
rural	gwledig
rural	gwledig
rural area	ardal wledig
rural dean	deon gwlad
rural dean	deon gwlad
rural deanery	deoniaeth wlad
rural deanery	deoniaeth wlad
rural history	hanes cefn gwlad
rural history	hanes gwledig
rural school	ysgol wledig
rural science	gwyddor gwlad
rural-urban continuum	continwwm gwledig-trefol
rurban fringe	cyrion gwledig trefol
ruse	cast
ruse	ystryw
rush	brwynen
rush	brwynen
rush	brys
rush	bryslun
rush	prysurdeb
rush	rhuthr
rush	rhuthro
rush hour	awr frys
rush hour	awr frys
rushy	brwynog
rusk	rhysgen
russet	llwytgoch
rust	cawod goch, y gawod goch
rust	rhwd
rust	rhwd
rust	rhydu
rust	rhydu
rust inhibitor	atalydd rhwd
rusted	rhydlyd
rustic	gwladaidd
rustic	gwladwr
rustic	gwledig
rustic	gwledig
rustic drama	drama wledig
rustic furniture	celfi gwladaidd
rustic furniture	celfi gwledig
rustic furniture	dodrefn gwladaidd
rusticate	cosbi
rustification	creigwaith
rustification	creigwaith
rustle	siffrwd
rustless	gwrth-rwd
rustless nail	hoelen wrthrwd
rustless nail	hoelen wrthrwd
rustless screw	sgriw wrthrwd
rustproof	gwrthrwd
rusty	rhydlyd
rusty	rhydlyd
rut	rhigol
ruthenium	rwtheniwm
ruthless	creulon
ruthless	diarbed
ruthless	didostur
ruthlessness	annhosturi
ruthlessness	creulondeb
rye	rhyg
rye bread	bara rhyg
rye bread	bara rhyg
rye grass	rhygwellt
ryegrass	rhygwellt
ryot	raiot
ryot	tyddynnwr
répétiteur	répétiteur
résumé	crynodeb
sabbatical	sabothol
sable	du
sable	sabl
sable	sabl
sable brush	brws sabl
sable brush	brwsh sabl
sabot	esgid bren
sabotage	difrod
sabotage	difrodi
saboteur	sabotwr
sabre	crymgledd
sabre	sabr
sabre	sabr
sabre saw	llif sabr
sac	coden
sac	coden
saccadic movement	symudiad ysmiciog
saccharase	sacaras
saccharin	sacarin
saccharine	sacarin
saccular	codennog
sacculate	codennaidd
saccule	codennyn
saccule	codennyn
sacerdotal	offeiriadol
sacerdotal	offeiriadol
sacerdotalism	offeiriadolaeth
sachet	bag bychan
sachet	coden
sachet	cwdyn
sack	anrhaith
sack	anrheithio
sack	diswyddo
sack	ffetan
sack	gwin seg
sack	sac
sack	sach
sack	sach
sackbut	sacbwt
sackcloth	sachliain
sacking	sachliain
sacking trays	hambyrddau tasu
sacral	cysegrol
sacral	sacrol
sacral vertebra	fertebra sacrol
sacral vertebra	fertebra'r sacrwm
sacrament	sacrament
sacrament	sacrament
sacrament	sagrafen
sacrament	sagrafen
sacramental	sacramentaidd
sacramental	sagrafennol
sacramentarian	sagrafennydd
sacred	cysegredig
sacred	cysegredig
sacred	glân
sacred	sanctaidd
sacred	sanctaidd
sacred monogram	monogram sanctaidd
sacred thread	edau sanctaidd
sacred writings	ysgrifeniadau cysegredig
sacrifice	aberth
sacrifice	aberth
sacrifice	aberthu
sacrifice	offrwm
sacrifice	offrymu
sacrificial	aberthol
sacrilege	halogiad
sacrilegious	halogol
sacring bell	cloch aberth
sacristan	clochydd
sacristan	sacristan
sacristan	sacristan
sacristy	cysegrfa
sacristy	festri
sacristy	sacristi
sacrosanct	cysegredig
sacrosanct	dihalog
sacrum	sacrwm
sacrum	sacrwm
sad	blin
sad	prudd
sad	trist
sad	truenus
sadden	pruddhau
sadden	tristáu
saddle	cefnddryll
saddle	cyfrwy
saddle	cyfrwy
saddle	cyfrwyo
saddle key	allwedd gyfrwy
saddle of mountain	cyfrwy mynydd
saddle quern	breuan gyfrwy
saddle stitch	pwyth cyfrwy
saddle yoke	iau cyfrwy
saddlepoint	col
saddlepoint	col
saddler	cyfrwywr
sadism	sadistiaeth
sadism	sadistiaeth
sadist	sadist
sadist	sadydd
sadly	yn brudd
sadly	yn drist
sadness	prudd-der
sadness	tristwch
sadness	trymder
saeter	porfa haf
safe	cloer
safe	coffor
safe	dihangol
safe	diogel
safe	diogel
safe	diogell
safe	saff
safe	sêff
safe and sound	byw ac iach
safe deposit	coffor adneuo
safe disposal of waste	gwaredu gwastraff yn ddiogel
safe edge	ymyl ddiogel
safe practice	ymarfer diogel
safe storage	storio diogel
safe use	defnydd diogel
safe working practices	arferion gweithio diogel
safeguard	amddiffyniad
safeguard	diogelu
safeguard	diogelwch
safeguard	gwarchod
safety	diogelwch
safety	diogelwch
safety and security	diogelwch pobl ac eiddo
safety belt	gwregys diogelwch
safety considerations	ystyriaeth ddiogelwch
safety curtain	llen dân
safety device	dyfais ddiogelwch
safety equipment	offer diogelwch
safety guard	gard diogelwch
safety ladle	lletwad ddiogelwch
safety legislation	deddfwriaeth diogelwch
safety mark	marc diogelwch
safety net	rhwyd ddiogelwch
safety pin	pìn cau
safety precaution	rhagofal diogelwch
safety precautions	rhagofalon diogelwch
safety procedure	dull gweithredu diogel
safety regulation	rheol ddiogelwch
safety regulations	rheoliadau diogelwch
safety requirements	gofynion diogelwch
safety risk	perygl i ddiogelwch
safety screen	sgrin ddiogelu
safety standards	safonau diogelwch
safety switch	switsh diogelu
safety valve	falf ddiogelu
safety-barrier	clwyd ddiogelwch
safety-belt	gwregys diogelwch
safety-harness	harnais diogelwch
safety-pin	pin cau
safety-valve	falf ddiogelu
saffron	saffrwm
sag	pant
sag	pantio
sag	trymhau
sag	ysigiad
sag	ysigiad
sag	ysigo
sag	ysigo
saga	saga
saga	saga
sagacious	call
sagacious	craff
sagacious	ffel
sagacity	craffter
sage	call
sage	doeth
sage	doethwr
sage	gŵr doeth
sage bush	llwyn saets
sage bush	llwyn saets
sagebrush	llwyn chwerwlys
sagebrush	prysgwydd saets
sagger	sagar
sagger	sager
sagittal	saethol
sagittal	saethol
sagittal section	toriad saethol
sagittal section	toriad saethol
sago	sego
sahel	sahel
sahelian	sahelaidd
said	a enwyd
said	y dywededig
sail	hwyl
sail	hwylio
sail	hwylio
sail	morio
sailcloth	defnydd hwyliau
sailcloth	lliain hwyliau
sailing	hwyliad
sailing	yn hwylio
sailor	llongwr
sailor	morwr
saint	sant
saint	sant
saint's day	gŵyl mabsant
saintliness	sancteiddrwydd
saintliness	santeiddrwydd
saintly	sanctaidd
saintly	santaidd
saithe	celog
sake	mwyn
sal ammoniac	sal amoniac
sal ammoniac	sal amoniac
salad	salad
salad bowl	bowlen salad
salad cream	hufen salad
salad dressing	blaslyn salad
salad dressing	dresin salad
salad oil	olew salad
salami	salami
salaried	cyflog
salaried	cyflogedig
salary	cyflog
salary	cyflog
salary scale	graddfa gyflog
salbutamol	salbwtamol
sale	arwerthiant
sale	gwerthiant
sale	gwerthiant
sale	sêl
sale by sample	gwerthiant wedi dod trwy sampl
saleable	gwerthadwy
sales analysis	dadansoddiad gwerthiant
sales cost	cost gwerthiant
sales figures	ffigurau gwerthu
sales floor	llawr gwerthu
sales floor	llawr gwerthu
sales forecasting	rhagolygu gwerthiant
sales growth	twf gwerthiant
sales invoice	anfoneb gwerthiant
sales ledger	llyfr gwerthiant
sales ledger	llyfr gwerthiant
sales ledger	priflyfr gwerthiant
sales manager	rheolwr gwerthu
sales manager	rheolwr gwerthu
sales person	gwerthwr
sales personnel	personél gwerthu
sales promotion	hyrwyddo gwerthiant
sales representative	cynrychiolydd gwerthiant
sales returns	dychweliadau gwerthiant
sales revenue	derbyniad gwerthiant
sales revenue	refeniw gwerthiant
sales staff	staff gwerthu
sales turnover	trosiant gwerthu
sales turnover	trosiant gwerthu
sales volumes	maint y gwerthiant
salesman	gwerthwr
salesman	gwerthwr
salesmanship	dawn gwerthu
salient	amlwg
salient	amlwg
salient	camedd
salient	elin
salient	ymwthiad
salina	salina
salina	salina
saline	hallt
saline	halwynog
saline	halwynog
saline	heli
saline	heli
saline soil	pridd halwynog
saline solution	hydoddiant halwynog
salinity	halltedd
salinity	halwynedd
saliva	poer
saliva	poer
saliva gland	chwarren boer
salivary	poerol
salivary	poerol
salivary amylase	amylas poerol
salivary gland	chwarren boer
salivary gland chromosome	cromosom chwarren boer
sallow	afiach
sallow	llwyd
sallow	melyn
sally	cyrch
sally	cyrchu
sally	rhuthr
sally	rhuthro
sally port	cyrchborth
salmon	eog
salmon	samwn
salmonella	salmonela
salon	salon
salon	salon
saloon	salŵn
salt	halen
salt	halen
salt	hallt
salt	halltu
salt	halwyn
salt cellar	llestr halen
salt content	cynnwys halen
salt deposits	dyddodion halen
salt flat	gwastad heli
salt flat	gwastad heli
salt lake	llyn halen
salt lake	llyn heli
salt marsh	morfa heli
salt marsh	morfa heli
salt of lemon	halen suran
salt pan	pant heli
salt pan	pant heli
salt water	heli
salt-cellar	llestr halen
saltarello	saltarelo
saltation	neidiant
saltation	neidiant
saltatory	neidiol
saltings	halwyndir
saltings	halwyndir
saltpetre	solpitar
saltpetre	solpitar
salts	halwyn
salts of lemon	halen suran
salts of lemon	halwynau lemwn
salty	hallt
salty	hallt
salubrious	iach
salubrious	iachusol
salutary	iachus
salutary	llesol
salutation	cyfarchiad
salute	cyfarch
salute	saliwt
salute	saliwtio
salute	saliwtio
salvage	achub
salvage	achubiad
salvage	arbed
salvage	arbediad
salvation	iachawdwriaeth
salvation	iachawdwriaeth
salvation	iechydwriaeth
salve	eli
salve	ennaint
salve	lleddfu
salver	hambwrdd
salvo	taniad
salvor	achubwr
samadhi	samadhi
samarium	samariwm
samatha	samatha
samba	samba
samba	samba
same	yr un
same	yr un fath
sameness	tebygrwydd
sample	enghraifft
sample	sampl
sample	sampl
sample	samplu
sample	samplu
sample area	ardal samplu
sample space	gofod sampl
sample study	astudiaeth sampl
sampler	sampler
sampler	sampler
sampling distribution	dosraniad samplu
sampling error	gwall samplu
sampling errors	cyfeiliornadau samplu
sampling gate	adwy samplu
sampling method	dull samplu
sampling method	dull samplu
sampling technique	techneg samplu
sampling technique	techneg samplu
samsara	samsara
sanatorium	sanatoriwm
sanctification	sancteiddhad
sanctification	sancteiddiad
sanctify	cysegru
sanctify	sancteiddio
sanctimonious	ffugdduwiol
sanctimonious	rhagrithiol
sanction	ataliad
sanction	awdurdodi
sanction	caniatáu
sanction	caniatâd
sanction	cefnogaeth
sanction	cosb
sanction	cosbedigaeth
sanction	gorchymyn
sanction	mesur
sanction	sancsiwn
sanctioned	caniataol
sanctioned	caniataëdig
sanctions	sancsiynau
sanctity	sancteiddrwydd
sanctuary	cysegr
sanctuary	gwarchodfa
sanctuary	gwarchodfa
sanctuary	nawdd
sanctuary	noddfa
sanctuary	noddfa
sanctuary	seintwar
sanctuary	seintwar
sanctum	myfyrgell
sand	tywod
sand	tywod
sand bank	banc tywod
sand bank	banc tywod
sand bar	bar tywod
sand bar	bar tywod
sand bar	traethell
sand bin	bin tywod
sand box	blwch tywod
sand bunker	byncer tywod
sand bunker	byncer tywod
sand castle	castell tywod
sand comb	crib dywod
sand comb	crib tywod
sand dune	twyn tywod
sand grain	gronyn tywod
sand inclusions	cynhwysion tywod
sand inclusions	cynhwysion tywod
sand play table	bwrdd tywod
sand pointer	pwyntil tywod
sand sieve	gogr tywod
sand sieve	rhidyll tywod
sand spit	tafod tywod
sand stone	carreg dywod
sand stone	tywodfaen
sand storm	storm dywod
sand tools	offer tywod
sand tray	bwrdd tywod
sand-cloth	caenen dywod
sand-crack	hollt yn y carn
sand-dune	twyn
sand-eel	llymrïen
sand-hill	twyn tywod
sand-hill	tywodfryn
sand-pit	pwll tywod
sandal	sandal
sandbag	bag tywod
sandbag	bag tywod
sandbank	banc tywod
sandbank	traethell
sander	peiriant sandio
sander	sandiwr
sander	sandiwr
sanding disc	disg llyfnu
sandpaper	papur gwydrog
sandpaper	papur llyfnu
sandpaper	papur swnd
sandpit	pwll tywod
sands	traeth
sandspit	tafod tywod
sandstone	tywodfaen
sandstone	tywodfaen
sandur	sandur
sandwich	brechdan
sandwich	gwthio
sandwich cake	cacen ddwbl
sandwich cake	teisen ddwbl
sandwich construction	adeiladwaith llafnog
sandwich construction chipboard	bwrdd sglodion adeiladwaith llafnog
sandwich course	rhyng-gwrs
sandwich-board	bwrdd dwbl
sandy	tywodliw
sandy	tywodlyd
sane	call
sane	cymedrol
sane	synhwyrol
sane in insane places	call o dan amgylchiadau gwallgof
sangfroid	hunanfeddiant
sangfroid	pwyll
sanguinary	gwaedlyd
sanguine	brwd
sanguine	gobeithiol
sanguine	hyderus
sanitary	iechydol
sanitary convenience	cyfleuster iechydol
sanitary protection	darpariaeth mislif
sanitary towel	cadach misglwyf
sanitary towel	tywel misglwyf
sanitation	glanweithdra
sanitation	iechydaeth
sanity	callineb
sanity	pwyll
sans-culottes	sans-culottes
sap	nodd
sap	nodd
sap	sudd
sap	sugno
sap	tanseilio
sap green	gwyrdd sudd
sapient	call
sapient	doeth
sapient	synhwyrol
sapling	glasbren
sapling	glasbren
saponification	seboneiddiad
saponification	seboneiddio
saponify	seboneiddio
saponify	seboneiddio
sapper	cloddiwr
sapper	cloddiwr
sapphire	saffir
sappy	ir
sappy	meddal
sappy	noddlyd
saprophage	saproffag
saprophyte	saproffyt
saprophyte	saproffyt
saprophyte	saproffytig
saprophytic	saproffytig
sapwood	gwynnin
sapwood	gwynnin
saraband	saraband
sarcastic	coeglyd
sarcastic	gwawdlyd
sarcoma	sarcoma
sarcophagus	arch garreg
sardine	pennog Mair
sardine	sardîn
sardonic	coeglyd
sardonic	gwawdlyd
sari	sari
sarong	sarong
sartorial	teilwraidd
sash	gwregys
sash	sash
sash	sash
sash bar	bar gwydriad
sash catch	clicied sash
sash cramp	cramp hir
sash cramp	cramp hir
sash fastener	ffasnydd sash
sash joint	uniad ffrâm
sash joint	uniad ffrâm
sash pivot	colyn sash
sash weight	pwysyn sash
sash window	ffenestr ddalennog
sash window	ffenestr ddalennog
sash window	ffenestr godi
satanic	cythreulig
satanic	dieflig
satanic	satanaidd
satchel	ysgrepan
sate	diwallu
sate	syrffedu
sateen	satîn
satellite	lloeren
satellite	lloeren
satellite	lloerennu
satellite broadcasting	darlledu lloeren
satellite state	gwlad ddibynnol
satellite television	teledu lloeren
satellite town	cylchdref
satellite town	tref ddibynnol
satiate	digoni
satiate	diwallu
satiate	syrffedu
satiety	diflastod
satiety	syrffed
satin	satin
satin	satin
satin finish	gorffeniad satin
satin stitch	pwyth satin
satin stitch	pwyth satin
satin weave	gwehyddiad satin
satire	drama watwar
satire	dychan
satire	dychan
