english welsh
octal wythol
paraphernalia taclau
officiate gweinyddu
insularity unigrwydd
expertise medrusrwydd
glider gleider
handicap anfantais
lode gwythïen
evangel efengyl
prolific cynhyrchiol
dipping trochi
memorial coffadwriaethol
mischief drygioni
anachronism anacroniaeth
noted enwog
violin feiolin
ghost bwgan
recapitulatory ailadroddol
iceberg rhewfryn
illicit anghyfreithlon
vellum felwm
truculent cwerylgar
register cywair
parcel swp
peck pigo
run rheoli
formality defod
rot pydredd
warmth gwres
spring sboncio
gaze trem
jump neidio
purloin lladrata
intact cyfan
cement smentio
magical hudol
rag clwtyn
scraping sgrafellu
gall bustl
oblige boddio
paleness gwelwedd
pretext esgus
neutralize niwtraleiddio
ordinance deddfiad
serve serfio
sort dosbarthiad
calibrate calibro
phonograph ffonograff
rationalise rhesymoli
advance benthyciad
beard locsyn
snail malwoden
kipper ciper
require ceisio
lime pisgwydden
offset ongli
young ifanc
disrespect amharchu
rhythmical rhythmig
silva coed
ecumenical eciwmenaidd
sprint gwibio
profess proffesu
rotate cylchdroi
continuation parhad
composer cyfansoddwr
undaunted hy
damp tampio
equity ecwiti
circus syrcas
window ffenest
automation awtomatiaeth
deepen dwysáu
suspension daliant
boiling berwad
supernova uwchnofa
spicy sbeislyd
redefine ailddiffinio
poker pocer
catch dal
thrift cynildeb
crossing croesfan
scalding poeth
specialized arbenigol
as tra
cold oerllyd
wither gwywo
style arddullio
refresh adfywio
officious ymyrgar
sacred sanctaidd
puffy chwyddedig
mortar morter
representation cynrychioliad
undo difetha
fiddler ffidlwr
scenic golygfaol
snowdrift lluwch
attempt ymgeisio
business masnach
entertain croesawu
secure cadarn
purple porffor
refinery purfa
mocker gwatwarwr
oversight arolygiaeth
credit credyd
untruth anwiredd
serge serge
repertoire repertoire
cogged danheddog
jittery nerfus
conquer trechu
value gwerthfawrogi
key bysell
esker esgair
optimism optimistiaeth
time cyfnod
earnest difrif
printout allbrint
judge barnu
honorary mygedol
outcry gwaedd
innovation newyddbeth
sucker sugnwr
glaring dybryd
tongue tafodi
knobby cnapiog
amphibious amffibiaidd
division adran
attorney atwrnai
nodule cnepyn
prop celficyn
ancestor hynafiad
abbreviate talfyrru
disembark glanio
immodest aflednais
trickery ystryw
march gorymdaith
scarlet ysgarlad
dike cob
imprisonment carchariad
whine nâd
heavenly nefol
felicitate llongyfarch
term amod
outcrop brig
tray hambwrdd
dub urddo
hit ergyd
usher tywyswr
oxidant ocsidydd
sup sipian
unique unigryw
vivisection dadelfeniad
dyslexia dyslecsia
covet chwennych
linear llinol
enlist ymrestru
contract lleihau
correspondence gohebiaeth
concentrate canolbwyntio
poison gwenwyno
supply cyflenwad
pram pram
resurgent atgyfodol
otherness arallrwydd
seek cyrchu
horticultural garddwriaethol
biology bioleg
acclivity rhiw
wares nwyddau
deformity anffurfiad
purify puro
chubby byrdew
animation animeiddiad
synthesizer syntheseiddydd
hurdle clwyd
pharynx ffaryncs
administer gweinyddu
glossy gloyw
molarity molaredd
gatherer casglwr
insolvency methdaliad
fen cors
fate tynghedu
vale dyffryndir
fell croen
swordsman cleddyfwr
native cynhenid
risk perygl
mentor cynghorwr
hoyden mursen
delimiter amffinydd
reptile ymlusgol
bursar bwrsar
sun haul
trample sathru
fondant ffondant
endowed gwaddoledig
brawny cyhyrog
seed hadu
bigotry culni
coach hyfforddwraig
transgression camwedd
chlorate clorad
obtain cael
imposture twyll
wipe sychiad
berth angorfa
expound esbonio
detached datgysylltiedig
stamina ynni
polygon polygon
reluctance gwrthiant
vascular fasgwlar
federal ffederal
mulga mylga
razor ellyn
naked llwm
slanderous athrodus
readjustment ailaddasiad
honest didwyll
art celfyddyd
genetics geneteg
frigidity fferdod
liver iau
leavings gweddillion
transcendentalism trosgynoldeb
tomb bedd
ruff coler
covered gorchuddiedig
subterfuge ystryw
squirt chwistrell
capability gallu
restrict caethiwo
autobahn traffordd
mobile teithiol
purport ergyd
paraphilia paraffilia
caramelization carameleiddio
mellow meddal
reticence tawedogrwydd
annihilation dilead
hexahedron hecsahedron
fret poeni
forelock blaengudyn
alkane alcan
forearm elin
sceptical amheugar
consumption darfodedigaeth
severance datgysylltiad
élan eiddgarwch
suspensory cynhaliol
plaintiff achwynwr
tablet tabled
letterpress tesun
nippy craff
high dwys
complementarity cyfatebolrwydd
assign trosglwyddo
transport trawsgludo
lunge rhagwth
post postio
dispirited digalon
variegate britho
habitual arferol
vindicate diheuro
neither ychwaith
guarded gofalus
happiness gwynfyd
serious difrifol
rushy brwynog
geyser geiser
porch cyntedd
contempt dirmyg
harlequin harlecwin
bystander gwyliedydd
waist gwast
platitude cyffredinedd
profligate afradlon
monologue ymson
costume gwisg
safety diogelwch
mileage milltiredd
equality cyfartaledd
think meddwl
wage cyflog
net rhwydo
sallow melyn
eyesight golwg
clef cleff
alto alto
postman postmon
creator crëwr
liking bodd
masthead teitl
jut ymwthio
stall stolio
descriptor disgrifydd
discharge dadwefru
diffusion trylediad
semblance rhith
theorize tybio
impermeable anathraidd
bearer dygiedydd
arrangement trefniad
them hwythau
farming ffarmio
natural naturiol
interlude anterliwt
spade pâl
anathema melltith
smallness bychander
bass bas
surroundings cwmpasoedd
interval cyfnod
oviparous dodwyol
locomotion ymsymud
wash golch
plant planhigol
heterodox cyfeiliornus
predecessor rhagflaenydd
wax cwyr
bracket cysylltu
indemnify indemnio
we ni
conviction argyhoeddiad
seasonal amserol
beacon goleufa
many llawer
height taldra
bog siglen
foam ewyn
tragic echryslon
uplift ymgodi
radius radiws
ivory ifori
vindicate cyfiawnhau
strange od
rocket roced
inducement cymhelliad
gypsum gypswm
bloom blodeuyn
meagre tlawd
compositor cysodydd
deduct tynnu
weekly wythnosol
lymphatic lymffatig
deposit adneuo
maladroit lletchwith
swing gogwydd
sebum sebwm
adept arbenigwr
gathering cynulliad
seminary athrofa
lane lôn
feel teimlo
fluoride fflworid
drain traen
discordant cras
chronometer cronomedr
signal hynod
sherry sieri
forbear hynafiad
division rhaniad
turmoil helbul
current cyfoes
plump pendant
protect diogelu
halter cebystr
sponsored noddedig
generosity haelioni
whisk chwisg
vindictive dialgar
blonde golau
grievous gofidus
threadbare treuliedig
redundancy diswyddiad
absenteeism absenoliaeth
digressive gwyrol
elaborate llafurfawr
precision trachywiredd
estimation barn
luscious melys
partition dosrannu
extraversion alldro
craze ysfa
typographer argraffwr
fail ffaelu
prince tywysog
accent acen
nearly bron
add ychwanegu
approve cymeradwyo
millionaire miliwnydd
lull suo
either nac
elemental sylfaenol
peculiarity neilltuolrwydd
paedophile pedoffeil
historiographer hanesydd
few prin
usage arfer
uneasiness anesmwythder
robust cadarn
elapse treiglo
limb braich
dyke ffos
operator cyfrifiadurwr
transient darfodedig
baptismal bedyddiol
shifting symudol
upset cyffroi
nobody neb
salvor achubwr
cloister clas
common cyffredin
normative normadol
new newydd
suppressed cuddiedig
finance cyllid
largeness helaethrwydd
enrich cyfoethogi
agitate cynhyrfu
exegesis esboniad
counter rhifydd
fragility eiddilwch
amour carwriaeth
assembly cydosodiad
eerie iasol
daunt digalonni
challenge her
rate cyflymdra
squawk gwawch
tropical trofannol
allergy alergedd
clamp cladd
redevelopment ailddatblygiad
vileness gwaelder
amid rhwng
orthopaedic orthopedig
aught dim
integrity cyfanrwydd
oceanography cefnforeg
magazine arfdy
condition cyflyru
agent cyfrwng
nincompoop gwirionyn
unnerve gwanhau
conjugation rhediad
wasteful afradlon
sublingual isdafodol
tread sathru
gulch ceunant
nuance arlliw
operate gweithredu
bamboozle twyllo
you chwychwi
neaten cymhennu
remark sylw
magician swynwr
motor motor
shrew cecren
frustrate llesteirio
curlew gylfinir
cobra cobra
scrap sgrap
shareware rhanwedd
cornice cornis
wind troi
clay clai
onwards ymlaen
heinous ysgeler
hysterical hysterig
transport cludo
profile proffilio
check edrych
clique clic
brace angori
consular consylaidd
spit poeri
addendum atodiad
narrow culhau
disfavour anfri
propagator lluosogwr
unsound anniogel
fain chwannog
tarnish pylni
emissary cennad
crocus crocws
thin teneuo
occult ocwlt
seaman morwr
illusory gau
octagon octagon
constant cyson
elevate codi
suffocate tagu
injustice anghyfiawnder
heat gwres
rub rwb
damp lleddfu
grams cerdd
valentine ffolant
variate amrywedd
trustworthy dibynadwy
stodgy trwm
charge pris
fox llwynog
stock cyflenwad
plunder anrheithio
secco seco
lean coch
slump llithro
grasp gafael
mind meddwl
concentrates dwysfwyd
scornful dirmygus
sane call
spinal sbinol
edify adeiladu
lip min
affluent goludog
weep llefain
tango tango
spurt hwrdd
elite elitaidd
texture gweadwaith
reeded gwrymiog
linter pliciwr
array trefnu
decline gwanhau
hydrophobic hydroffobig
oaf delff
coy swil
grandchild ŵyr
spoke sbocsen
don gwisgo
breeze chwa
tedium diflastod
agitation cynnwrf
shelve gohirio
flog fflangellu
talk ymgom
deterrent ataliad
stupid dwl
quizzical cellweirus
robin brongoch
convulse dirdynnu
obsequious gwasaidd
distal distal
diurnal dyddiol
improvised byrfyfyr
sweets melysion
entry mynediad
polish llathru
heat cynhesu
dialectic dilechdid
sequential dilyniannol
now yrŵan
sinfulness pechadurusrwydd
beck amnaid
tenacity cadernid
gangway pont
valley cwm
liquidate difodi
burrow daear
roll cofrestr
research ymchwil
origin cychwyniad
pace tuth
prop ategu
homely cartrefol
funnel corn
catacomb claddgell
challenge sialensio
treble trebl
unfurl lledu
endeavour ymdrechu
butcher cigydd
tick marcio
sharp siarp
saviour gwaredwr
indecision petruster
offensive drwg
perfidy ffalster
placket placed
preponderant mwyaf
piquant llym
edging border
hygiene glanweithdra
catapult catapwlt
intestine coluddyn
warder gwyliwr
blur ysmotyn
homogenize homogeneiddio
supercilious ffroenuchel
ingenious dyfeisgar
encounter ymladd
epoch epoc
skeleton sgerbwd
leg rhan
doctrinaire damcaniaethol
idiocy penwendid
viticulture gwinwyddaeth
explosion tanchwa
extremities eithafoedd
fair ffair
inequality anghyfartaledd
typeface teip
animism eneidyddiaeth
incinerator llosgydd
endure goddef
traduction trosglwyddiad
tenet daliad
honour parch
section trychu
coordinator cydgysylltwr
neuroimaging niwroddelweddu
cropper codwm
oast odyn
produce estyn
view arolwg
distinction gwahaniaeth
colic colig
reprint ailargraffiad
radiation pelydriad
digestive treuliol
clamp clamp
godliness duwioldeb
gladness llawenydd
elliptical eliptig
bad drwg
such cyfryw
heald brwyd
hedonistic hedonistaidd
separation gwahaniad
conviction euogfarn
secession gwrthgiliad
glucose glwcos
penitent edifeiriol
calculate cyfrifo
integrated cyfannol
quota cwota
testimonial tystlythyr
properties celfi
marry priodi
captivate swyno
rottenness pydredd
codify codeiddio
reek drewdod
cerebrum cerebrwm
deform hagru
sage doeth
partion pared
haunt cyniwair
squad sgwad
filament edefyn
pumice pwmis
gradual graddol
porcelain porslen
pack swp
lugworm lygwn
pervious hydraidd
viscosity gludedd
kin ceraint
hold cynnal
judgement dedfryd
peasant gwerinwr
flamboyant coegwych
sumptuous moethus
next nesaf
fallacious gwallog
eschatology eschatoleg
timber coed
idle diogi
phrase cymal
reverse chwith
psyche ysbryd
shy swil
derivative deilliadol
draw tynfa
leave cennad
savory sawrus
traverse croes
intensive rhyngdorri
cloudy cymylog
fiddling dibwys
pyrexia gwres
increment elw
try blasu
octagonal octagon
manhood dyndod
cleverness dawn
slouching afrosgo
steady sadydd
impish direidus
slag slag
hospitality croeso
adamant adamant
cry cri
breaker moryn
various gwahanol
elasticity hydwythedd
curly crych
deceiver twyllwr
wane pylu
master meistr
congeal rhewi
ploughing aredig
flambé fflamboeth
greyscale graddlwyd
tomfoolery lol
feast gwledda
nominator enwebwr
origin gwreiddyn
plight drych
authoritarian awdurdodus
jocose cellweirus
distress atafaeliad
realm gwlad
rib asen
diffuser tryledwr
fit llewyg
rail cledru
rationalism rhesymoliaeth
dummy delw
forgetful anghofus
decline rhedeg
sacrosanct dihalog
by gan
appeal crefu
café caffe
exile alltudio
admit derbyn
shaky sigledig
take cynnig
trundle trolio
unstable simsan
measurement mesuriad
fix sicrhau
silva coedwig
shot llun
licence trwyddedu
shortened talfyredig
pour tywallt
disorganisation anhrefn
horrify arswydo
dispensary fferyllfa
carouser gloddestwr
mower torrwr
dine ciniawa
astound syfrdanu
hound bytheiad
multifarious amryfal
celibate anghydweddog
dismal tywyll
gallery oriel
tadpole penbwl
hold oedi
nest nyth
shackle gefynnu
devilment drygioni
postponement gohiriad
exempt rhyddhau
varicose chwyddedig
alcoholism alcoholiaeth
brood pendroni
frail bregus
relevant perthnasol
assemble ymgynnull
hatch deor
meander ystum
minder gwarchodwr
telecommunication telathrebu
fugitive ffoadur
equalize cydraddoli
sue erlyn
surmise tybied
vassal taeog
irritate blino
swan alarch
operant gweithredol
everything popeth
past cyn
inundate boddi
goldsmith eurych
parcel sypyn
dislocation anhrefn
grease saim
positive pendant
postpone gohirio
nod amnaid
cot crud
cord tennyn
smart smart
turbulence cynnwrf
recessed cilfachog
linguistics ieithyddiaeth
discouraging digalon
salvo taniad
crafty cyfrwys
sapient doeth
under islaw
cordial cordial
pit chwarel
multiple lluosrif
appal brawychu
larva larfa
colostomy colostomi
shatter dryllio
expunge dileu
unquestionable diamheuol
presage rhagarwydd
zebra sebra
oblong oblong
rouble rwbl
fur ffwr
aureole eurgylch
ordinal trefnol
trial profedigaeth
ranch ransio
tractor tractor
channel sianelu
stolid twp
auto awto
curb rheoli
left chwith
aperture twll
erudite llengar
controversy dadl
probe profi
indigo indigo
predatory rheibus
anointing eneiniad
bleat brefu
tool erfyn
peritoneal peritoneol
inflexion ffurfdroad
flare fflach
fluency llithrigrwydd
truck tryc
lenience tynerwch
concourse cynulliad
traverse treiddio
bane melltith
connection enwad
russet llwytgoch
jam jamio
rhyme rhigymu
simplified symledig
diseased claf
actor actor
predominate rhagori
incendiarism llosgiad
reprocess ailbrosesu
fag blino
wire gwifren
seamanship morwriaeth
pectoral pectoral
round crwn
declivity goriwaered
incorrect anghywir
ill afiach
cult defod
botch stompio
folly ynfydrwydd
digger palwr
melt dadlaith
scour ysgothi
alpha alffa
drummer drymiwr
industriousness diwydrwydd
island ynys
geography daearyddiaeth
titter piffian
replacement amnewidiad
tyrannize gormesu
donation cyfraniad
studied bwriadol
beguile hudo
expedition alldaith
veld glaswelltir
icon delw
reduced is
visor miswrn
predestine rhagarfaethu
steep serth
wager bet
figure ffigur
ribosome ribosom
vainglory ymffrost
waiting aros
magnitude maintioli
chaplaincy caplaniaeth
ladder rhwyg
parathyroid parathyroid
precedent rhagesiampl
aide gweinydd
hereabouts gerllaw
podsolic podsolig
urine wrin
echelon echelon
masked mygydog
spotlight sbot
gusher pistyll
untouchables gwehilion
shivery crynedig
amusement difyrrwch
perpetration cyflawniad
countenance cefnogi
emergency brys
chartered siartredig
slide sglefr
effect effaith
corner cwr
anthology detholiad
clean glanhau
curse melltithio
gibbet crocbren
oppressive llethol
secure cysylltu
approximate brasamcanu
shaggy blewog
inaugurate sefydlu
request ceisio
handbag llawfag
prepaid rhagdaledig
drain cwter
historical hanesyddol
slender main
lacquering lacro
carpal carpal
tassel tasel
purpose bwriadu
elbow penelin
sorry blin
reciprocal dwyochrog
inductance anwythiant
andiron brigwn
therm therm
babble baldorddi
poky gwael
stapes gwarthol
monody galarnad
downpour tywallt
leavings gwarged
charismatic carismatig
report sŵn
scarcity prinder
wile ystryw
whirl chwyrlïo
annexe ychwanegiad
convent lleiandy
reformation diwygiad
savannah safana
thick trwchus
jig jigio
level lefel
elegiac marwnadol
fuss trafferth
timidity swildod
beside gerllaw
root bonyn
perforated tyllog
nauseate diflasu
ranger ceidwad
theft ysbeiliad
selection detholiad
blackberry mwyaren
diffidence anhyder
ink inc
arrest arestio
malignant gwyllt
slangy sathredig
horrifying arswydus
tracksuit tracsiwt
pony merlyn
stealthy lladradaidd
horseshoe pedol
participant cyfranogwr
construct adeiladu
oriental dwyreiniol
balderdash dwli
dehisce ymagor
boom rhwystr
vagueness amhendantrwydd
haunch pedrain
bollard postyn
penis pidyn
run libart
ski sgïo
executor gweithredwr
payee taledig
keyword allweddair
letter llythyr
timid swil
discontinuity bwlch
long hir
trash sorod
ripeness aeddfedrwydd
adjustment cymhwysiad
temper tymheru
protein protein
lady bonesig
friendliness cyfeillgarwch
nutrition maethiad
even gwastad
opposition gwrthblaid
trim trimio
subtropical isdrofannol
glade llannerch
overrule gwrthod
dismantle daduno
ileum ilewm
inrush dylifiad
solo unigol
blaze ffagl
vicinity cylch
nether isaf
neural niwral
neap isel
multiplicity lluosogrwydd
rarity prinder
riddle rhidyll
flanker blaenasgellwr
glazed gwydrog
like hoffi
steadfastness cadernid
travel trafaelio
inquest ymchwiliad
adults oedolion
via trwy
subscription tanysgrifiad
species rhywogaeth
stitch pwytho
mollusc molwsg
savanna safana
proceeds derbyniadau
overextension gorestyniad
durable parhaol
twaddle lol
suede swêd
shut cau
presumptive rhagdybiol
tantalise profocio
brittleness breuder
whist chwist
pen lloc
hyperactivity gorfywiogrwydd
heterosexual gwahanrywiol
stoicism stoiciaeth
wink winc
declension gogwyddiad
box blwch
shave eilliad
defer oedi
address cyfeiriad
troublesome trwblus
impudent digywilydd
emigrate ymfudo
gateway porth
corpuscle corffilyn
woolly gwlanog
resentful chwerw
organization mudiad
obese corffol
pinafore brat
piracy afonladrad
rate toll
humiliate bychanu
moon lleuad
faithless anffyddlon
presence gŵydd
transhumance trawstrefa
stay ateg
septic septig
other arall
glad llawen
risk mentro
fructose ffrwctos
frieze ffris
endorsement ardystiad
turbulent cynhyrfus
longing hiraeth
distillation distyllu
molest aflonyddu
preen trwsio
fielder maeswr
merger cyfuniad
substitute newid
none dim
heel sawdl
precipitate gwaddodi
logoff allgofnodi
cartography cartograffeg
tip cildwrn
treasure trysori
gum gwm
bore eger
tonality cyweiredd
child plentyn
unending diderfyn
niggling dibwys
spirant ffrithiol
ecological ecolegol
normalize normaleiddio
importance pwys
silicon silicon
agent cynrychiolwr
enumerable rhifadwy
harrow ogedu
excentric allganol
inconvenience anhwylustod
leaf deilen
brace cleddyf
expressionism mynegiadaeth
frater ffreutur
fillet llain
resolved cydrannol
waltz wals
gangrenous marwaidd
entitlement hawl
sphere cylch
freight cludiad
abutment ateg
willing parod
tribune areithfa
amiable hynaws
egest carthu
circulating cylchredol
iambic dyrchafedig
taxonomic tacsonomaidd
reinforce atgyfnerthu
immigration mewnfudiad
luxuriance ffrwythlondeb
circulating cylchynol
annoyance poen
mutation mwtaniad
mastery goruchafiaeth
plumage plu
lateral ochrol
seacoast arfordir
dread ofn
sessional sesiynol
nightfall cyfnos
yellowish melynaidd
discomfiture dymchweliad
kindred perthynol
grumble grwgnach
match gornest
dumbfound syfrdanu
ensure diogelu
retreat encilio
replace amnewid
nay na
virago cecren
impolitic annoeth
application cymhwysiad
extraterritorial alldiriogaethol
teach dysgu
dendritic canghennog
interdict gwahardd
rim ymyl
rudeness anfoesgarwch
approach agosáu
cross croesi
bird aderyn
venom gwenwyn
trick twyllo
flaky haenog
scarcely braidd
contract byrhau
persist mynnu
fume llid
cart cert
amplitude osgled
placing gosodiad
horizon gorwel
solvency hyfywedd
telecommunicate telathrebu
gushing ffrydiol
fake ffug
gamut gamwt
moonshine ffwlbri
cosy cysurus
detour dargyfeiriad
juvenile ifanc
exhibit arddangosyn
acceptance derbyniad
period adeg
flutter siffrwd
villain dihiryn
remunerate talu
stag hydd
contemplate cynhemlu
perch draenog
cajolery gweniaith
interglacial rhyngrewlifol
automate awtomeiddio
galling blin
japan farnais
harem harîm
bedridden gorweiddiog
skim sgim
platform llwyfan
bang ffusto
prejudicial niweidiol
pneumatics niwmateg
bilious bustlaidd
super siwper
strop minio
thrashing côt
cricket cricsyn
thatch toi
township trefgordd
miry bawlyd
brood nythaid
creationism creadaeth
objective gwrthrychol
profit elwa
sturdiness cryfder
protection diogelwch
morphology morffoleg
vileness ffieiddrwydd
goggles gogls
jittery ofnus
luck lwc
electrode electrod
setting set
kale cêl
gastric gastrig
dynamical dynamegol
stook stwc
conurbation cytrefiad
cosmos cosmos
impress argraff
maul sgarmes
rambling crwydrol
seconder cefnogwr
bearing atgyfeiriad
tellurium telwriwm
auctioneer arwerthwr
lithe ystwyth
opening agoriad
affluent cefnog
concoction cymysgedd
infidel pagan
spoilt maldodus
conversazione ymgomwest
luxurious moethus
management goruchwyliaeth
sideline eilbeth
hie picio
dominate dominyddu
turbot torbwt
microscope microsgop
mobilize dygyfor
trek teithio
twig deall
pikeman picellwr
season blasu
maintain cynnal
calculation cyfrifiad
spy ysbïo
shapely siapus
putative tybiedig
shovel rhaw
signed arwyddedig
juror rheithiwr
sitter eisteddwr
chalk sialc
griddle gradell
inter daearu
endorse cadarnhau
incus eingion
linkage cysylltedd
shift newid
heartless dideimlad
spotted smotiog
riboflavin ribofflafin
announcement hysbysiad
transaction rheolaeth
masterly meistrolgar
old oedrannus
caulk calcio
nauseating diflas
depth dyfnder
grimy budr
drill drilio
wrench torch
shell cragen
soldiering milwriaeth
hairy gwalltog
removal symudiad
estuary moryd
stiffen tewychu
scratchy anniben
duchy dugaeth
stump stwmp
bonus bonws
addict adict
aero aero
watch gwyliadwriaeth
damp lleithio
turkey twrci
amygdala amygdala
compromise cyfaddawd
trouncing curfa
cent sent
accountancy cyfrifeg
restlessness anesmwythder
side ymyl
conjugate cyfuno
stream nant
dissociation datgysylltiad
trousers trowser
loosen rhyddhau
seek ymofyn
tempestuous tymhestlog
overview arolwg
atoll cylchynys
underemployment tangyflogaeth
showy coegwych
triage brysbennu
key bys
scantiness prinder
obesity tewdra
bowl bowlen
bread bara
demoralizing llygredig
bounty haelioni
excision trychiad
waterman cychwr
studied pwyllog
bunch clwstwr
siren seiren
affinity affinedd
firmware cadarnwedd
pointer awgrym
pupil disgybl
inhaler anadlwr
unorthodox anuniongred
strath ystrad
refugee ffoadur
carriage cludydd
gleam pelydru
initial blaen
tight tynn
compère cyflwynydd
venture menter
conversant cynefin
distaste anhoffter
index mynegai
injunction gorchymyn
architectural pensaernïol
tenuous main
stale diflas
accustom cyfarwyddo
details manylion
lay dodwy
tangle drysu
cretin cretin
archetype cynddelw
tub plannu
amplified mwy
underfed newynog
hobgoblin bwgan
minority lleiafrif
axial echelinol
thwack pwnio
inadequate annigonol
udder piw
separated gwahanedig
commandment gorchymyn
statute statud
fluoridate fflworideiddio
snooze cyntun
housemaid morwyn
actress actores
straightforward syml
misty aneglur
insectivorous pryfysol
swamp gorlifo
depot depo
drop dafn
hermit meudwy
shift sifft
nard nardus
suzerainty penarglwyddiaeth
ire dicter
nymphomania gorawydd
girlish merchetaidd
decode dadgodio
vine gwinwydden
disassociation datgysylltiad
traditionalism traddodiadaeth
drivel glafoerio
radian radian
ooze llysnafedd
junior iau
suffocate mogi
few anaml
autocrat awtocrat
majority oed
pretence esgus
compassionate trugarog
speculate mentro
no nage
humiliate gwaradwyddo
sputum poeryn
bodyless digorff
order archeb
lass llances
syringe chwistrell
tourist ymwelydd
ancient hynafol
rigorous llym
prejudice rhagfarn
demolition dymchweliad
partnership partneriaeth
double dwbl
midwife bydwraig
stingy crintach
exercise ymarfer
refracted plŷg
altitude uchder
system cyfundrefn
soothe lleddfu
traumatic trawmatig
irritability sensitifedd
snippet darn
prisoner carcharor
gradient graddiant
irksome diflas
genus rhywogaeth
scathing deifiol
boldness hyfdra
allay tawelu
code codio
conduce tueddu
arthropod arthropod
homography homograffeg
immoral anfoesol
sensational campus
rum od
dub cymathu
compatriot cydwladwr
similarity cyffelybiaeth
saturated soeglyd
meadow gweirglodd
ethnic cenhedlig
poultice powltis
luminescence ymoleuedd
modulate addasu
optimal optimaidd
raven cigfran
penis cala
remembrance coffa
gifted awenus
headgear penwisg
trap trapio
depart cychwyn
consist cynnwys
thing peth
diorama diorama
exhilaration llonder
redouble ailddyblu
percussion taro
wing asgell
mover symudydd
boxer paffiwr
welt gwald
verruca ferwca
vacuity gwacter
peace tangnefedd
doctrinal athrawiaethol
sterile anffrwythlon
contingent mintai
rasper crafwr
imperious awdurdodol
rumble trwst
dedicate cysegru
bleached can
hyphen cyplysnod
mausoleum beddrod
cutting toriad
towering tyrog
imply arwyddo
unmannerly anfoesgar
fornicator godinebwr
zymase symas
struggle brwydro
impecuniosity tlodi
procedure trefniadaeth
wholesome iach
deprivation colled
inlay enosod
mace byrllysg
cruelty creulondeb
dual deublyg
perspex persbecs
reactionary adweithiol
pinnacle uchafbwynt
chicken ffowlyn
abstract tynnu
sebaceous brasterog
line llinellu
gurgle byrlymu
tartan brithwe
pacific tawel
check gwirio
resequent adlif
mantle clog
babysit gwarchod
uterus croth
snivel cwynfan
plus ychwanegol
insurance yswiriant
audacity hyfdra
railing rheiliau
flag fflag
bound llam
wreathe plethu
rupture rhwyg
slide sleid
incarnate ymgnawdoledig
squabble ffrwgwd
coexistence cydfodolaeth
broom ysgubell
prayer gweddi
engrave engrafu
mistrust amau
scouring sgwriad
strandline traethlin
modularize modiwleiddio
brogue acen
pay pae
bloody gwaedlyd
inbox mewnflwch
bearings cyfeiriad
pacific heddychol
affidavit affidafid
elevation golwg
slumber cwsg
relation adroddiad
stray coll
bravura gorchestwaith
fine main
helminth llyngyren
limp herc
invade goresgyn
registered cofrestredig
believe coelio
infirm methedig
dispatch neges
alcopop alcopop
suretyship mechnïaeth
also hefyd
beam paladr
quell llonyddu
crowd torf
sarong sarong
admonition rhybudd
later hwyrach
swede rwden
fixed sefydlog
show dangos
measureless difesur
column colofn
erase dileu
presbytery henaduriaeth
distend chwyddo
pessimism pesimistiaeth
playground iard
paganism paganiaeth
adage dywediad
labour gwaith
diamond diemwnt
twin gefeillio
match uniad
truancy triwanta
favourite hoff
increase ychwanegiad
mode modd
find ffeindio
herald herodr
birch gwialenodio
forceful grymus
sauce haerllugrwydd
slur anfri
prime anterth
treat tretio
objectification gwrthrycholiad
unison unsain
parliament senedd
wall magwyr
chaperon gwarchodwraig
mettle ysbryd
amalgam amalgam
snore chwyrnu
apnoea apnoea
consolidate cyfnerthu
filleted lleiniog
pendent crog
analogous cyfatebol
slice torri
butt casgen
prejudiced rhagfarnllyd
midst mysg
whopping anferth
scent trywydd
hoe hofio
landowner tirfeddiannwr
darn creithio
incompatibility anghytundeb
radon radon
goal gôl
modulo modwlo
midland canoldir
postulate cynosodiad
dictionary geiriadur
escapade pranc
dive deifio
vary newid
flake haenen
stronghold cadarnle
futurology dyfodoleg
performer perfformiwr
grille gril
light ysgafn
adverse croes
fib celwydd
peruse darllen
gravelly graeanog
barrel baril
disarray anhrefn
favour ffafr
scorner dirmygwr
shady cysgodol
eulogy moliant
lobby lobi
zip sip
cajole gwenieithio
trousers trowsus
enamour swyno
half hanner
distinguish enwogi
chop ergyd
importunate taer
comprehend dirnad
dally ymdroi
art dichell
bear goddef
haven porthladd
religiosity crefyddoldeb
hurl taflu
perpetuate bytholi
reason ymresymu
section rhan
beads mwclen
tedium meithder
interpretive deongliadol
swop cyfnewidiad
truce cadoediad
lash fflangellu
habit gwisg
dislocate dadleoli
consume dihoeni
lysis toddiant
trembling crynedig
ascription gogoneddiad
factory ffatri
notifiable hysbysadwy
peeling pilio
alphabet gwyddor
loose ofer
discover darganfod
lump cwlff
novelist nofelydd
incumbent deiliad
concordat concordat
nascent genedigol
spry sionc
parabola parabola
chastise cosbi
cautious gwyliadwrus
coexist cydfodoli
drum drymio
pledge ernes
resistance gwrthsafiad
jade blino
vivacious sionc
dale ystrad
ineffective aneffeithiol
wake deffro
egoist myfiwr
lewdness anlladrwydd
caregiver gofalydd
oil oelio
leak gollyngiad
turnip erfinen
night noson
ram stwffio
mineralogy mwynyddiaeth
vivid byw
torso torso
malt brag
fame clod
detachment didoliad
emptiness gwacter
shelf silff
whore hwren
petitioner deisebwr
metalloid meteloid
acrobat llamhidydd
hexagon hecsagon
