: gram2-opposite
ymwybodol anymwybodol onest anonest
draenog draenoges ffrainc ffrances
draenog draenoges bugail bugeiles
draenog draenoges gefaill gefeilles
draenog draenoges duw duwies
draenog draenoges myfyriwr myfyrwraig
draenog draenoges amddiffynnwr amddiffynnwraig
draenog draenoges llysieuwr llysieuwraig
draenog draenoges capelwr capelwraig
draenog draenoges caethwr caethwraig
draenog draenoges golchwr golchwraig
draenog draenoges lletywr lletywraig
draenog draenoges swynwr swynwraig
draenog draenoges tafarnwr tafarnwraig
draenog draenoges cardotwr cardotwraig
draenog draenoges cariadwr cariadwraig
draenog draenoges canlynwr canlynwraig
draenog draenoges cyfrifiadurwr cyfrifiadurwraig
draenog draenoges carcharwr carcharwraig
draenog draenoges dawnsiwr dawnswraig
draenog draenoges benthyciwr benthycwraig
draenog draenoges dyluniwr dylunwraig
draenog draenoges carafaniwr carafanwraig
awdur awdures brenin brenhines
awdur awdures cymar cymhares
awdur awdures angel angyles
awdur awdures ffrainc ffrances
awdur awdures bugail bugeiles
awdur awdures gefaill gefeilles
awdur awdures duw duwies
awdur awdures myfyriwr myfyrwraig
awdur awdures amddiffynnwr amddiffynnwraig
awdur awdures llysieuwr llysieuwraig
awdur awdures capelwr capelwraig
awdur awdures caethwr caethwraig
awdur awdures golchwr golchwraig
awdur awdures lletywr lletywraig
awdur awdures swynwr swynwraig
awdur awdures tafarnwr tafarnwraig
awdur awdures cardotwr cardotwraig
awdur awdures cariadwr cariadwraig
awdur awdures canlynwr canlynwraig
awdur awdures cyfrifiadurwr cyfrifiadurwraig
awdur awdures carcharwr carcharwraig
awdur awdures dawnsiwr dawnswraig
awdur awdures benthyciwr benthycwraig
awdur awdures dyluniwr dylunwraig
awdur awdures carafaniwr carafanwraig
brenin brenhines cymar cymhares
brenin brenhines angel angyles
brenin brenhines ffrainc ffrances
brenin brenhines bugail bugeiles
brenin brenhines gefaill gefeilles
brenin brenhines duw duwies
brenin brenhines myfyriwr myfyrwraig
brenin brenhines amddiffynnwr amddiffynnwraig
brenin brenhines llysieuwr llysieuwraig
brenin brenhines capelwr capelwraig
brenin brenhines caethwr caethwraig
brenin brenhines golchwr golchwraig
brenin brenhines lletywr lletywraig
brenin brenhines swynwr swynwraig
brenin brenhines tafarnwr tafarnwraig
brenin brenhines cardotwr cardotwraig
brenin brenhines cariadwr cariadwraig
brenin brenhines canlynwr canlynwraig
brenin brenhines cyfrifiadurwr cyfrifiadurwraig
brenin brenhines carcharwr carcharwraig
brenin brenhines dawnsiwr dawnswraig
brenin brenhines benthyciwr benthycwraig
brenin brenhines dyluniwr dylunwraig
brenin brenhines carafaniwr carafanwraig
cymar cymhares angel angyles
cymar cymhares ffrainc ffrances
cymar cymhares bugail bugeiles
cymar cymhares gefaill gefeilles
cymar cymhares duw duwies
cymar cymhares myfyriwr myfyrwraig
cymar cymhares amddiffynnwr amddiffynnwraig
cymar cymhares llysieuwr llysieuwraig
cymar cymhares capelwr capelwraig
cymar cymhares caethwr caethwraig
cymar cymhares golchwr golchwraig
cymar cymhares lletywr lletywraig
cymar cymhares swynwr swynwraig
cymar cymhares tafarnwr tafarnwraig
cymar cymhares cardotwr cardotwraig
cymar cymhares cariadwr cariadwraig
cymar cymhares canlynwr canlynwraig
cymar cymhares cyfrifiadurwr cyfrifiadurwraig
cymar cymhares carcharwr carcharwraig
cymar cymhares dawnsiwr dawnswraig
cymar cymhares benthyciwr benthycwraig
cymar cymhares dyluniwr dylunwraig
cymar cymhares carafaniwr carafanwraig
angel angyles ffrainc ffrances
angel angyles bugail bugeiles
angel angyles gefaill gefeilles
angel angyles duw duwies
angel angyles myfyriwr myfyrwraig
angel angyles amddiffynnwr amddiffynnwraig
angel angyles llysieuwr llysieuwraig
angel angyles capelwr capelwraig
angel angyles caethwr caethwraig
angel angyles golchwr golchwraig
angel angyles lletywr lletywraig
angel angyles swynwr swynwraig
angel angyles tafarnwr tafarnwraig
angel angyles cardotwr cardotwraig
angel angyles cariadwr cariadwraig
angel angyles canlynwr canlynwraig
angel angyles cyfrifiadurwr cyfrifiadurwraig
angel angyles carcharwr carcharwraig
angel angyles dawnsiwr dawnswraig
angel angyles benthyciwr benthycwraig
angel angyles dyluniwr dylunwraig
angel angyles carafaniwr carafanwraig
ffrainc ffrances bugail bugeiles
ffrainc ffrances gefaill gefeilles
ffrainc ffrances duw duwies
ffrainc ffrances myfyriwr myfyrwraig
ffrainc ffrances amddiffynnwr amddiffynnwraig
ffrainc ffrances llysieuwr llysieuwraig
ffrainc ffrances capelwr capelwraig
ffrainc ffrances caethwr caethwraig
ffrainc ffrances golchwr golchwraig
ffrainc ffrances lletywr lletywraig
ffrainc ffrances swynwr swynwraig
ffrainc ffrances tafarnwr tafarnwraig
ffrainc ffrances cardotwr cardotwraig
ffrainc ffrances cariadwr cariadwraig
ffrainc ffrances canlynwr canlynwraig
ffrainc ffrances cyfrifiadurwr cyfrifiadurwraig
ffrainc ffrances carcharwr carcharwraig
ffrainc ffrances dawnsiwr dawnswraig
ffrainc ffrances benthyciwr benthycwraig
ffrainc ffrances dyluniwr dylunwraig
ffrainc ffrances carafaniwr carafanwraig
bugail bugeiles gefaill gefeilles
bugail bugeiles duw duwies
bugail bugeiles myfyriwr myfyrwraig
bugail bugeiles amddiffynnwr amddiffynnwraig
bugail bugeiles llysieuwr llysieuwraig
bugail bugeiles capelwr capelwraig
bugail bugeiles caethwr caethwraig
bugail bugeiles golchwr golchwraig
bugail bugeiles lletywr lletywraig
bugail bugeiles swynwr swynwraig
bugail bugeiles tafarnwr tafarnwraig
bugail bugeiles cardotwr cardotwraig
bugail bugeiles cariadwr cariadwraig
bugail bugeiles canlynwr canlynwraig
bugail bugeiles cyfrifiadurwr cyfrifiadurwraig
bugail bugeiles carcharwr carcharwraig
bugail bugeiles dawnsiwr dawnswraig
bugail bugeiles benthyciwr benthycwraig
bugail bugeiles dyluniwr dylunwraig
bugail bugeiles carafaniwr carafanwraig
gefaill gefeilles duw duwies
gefaill gefeilles myfyriwr myfyrwraig
gefaill gefeilles amddiffynnwr amddiffynnwraig
gefaill gefeilles llysieuwr llysieuwraig
gefaill gefeilles capelwr capelwraig
gefaill gefeilles caethwr caethwraig
gefaill gefeilles golchwr golchwraig
gefaill gefeilles lletywr lletywraig
gefaill gefeilles swynwr swynwraig
gefaill gefeilles tafarnwr tafarnwraig
gefaill gefeilles cardotwr cardotwraig
gefaill gefeilles cariadwr cariadwraig
gefaill gefeilles canlynwr canlynwraig
gefaill gefeilles cyfrifiadurwr cyfrifiadurwraig
gefaill gefeilles carcharwr carcharwraig
gefaill gefeilles dawnsiwr dawnswraig
gefaill gefeilles benthyciwr benthycwraig
gefaill gefeilles dyluniwr dylunwraig
gefaill gefeilles carafaniwr carafanwraig
duw duwies myfyriwr myfyrwraig
duw duwies amddiffynnwr amddiffynnwraig
duw duwies llysieuwr llysieuwraig
duw duwies capelwr capelwraig
duw duwies caethwr caethwraig
duw duwies golchwr golchwraig
duw duwies lletywr lletywraig
duw duwies swynwr swynwraig
duw duwies tafarnwr tafarnwraig
duw duwies cardotwr cardotwraig
duw duwies cariadwr cariadwraig
duw duwies canlynwr canlynwraig
duw duwies cyfrifiadurwr cyfrifiadurwraig
duw duwies carcharwr carcharwraig
duw duwies dawnsiwr dawnswraig
duw duwies benthyciwr benthycwraig
duw duwies dyluniwr dylunwraig
duw duwies carafaniwr carafanwraig
myfyriwr myfyrwraig amddiffynnwr amddiffynnwraig
myfyriwr myfyrwraig llysieuwr llysieuwraig
myfyriwr myfyrwraig capelwr capelwraig
myfyriwr myfyrwraig caethwr caethwraig
myfyriwr myfyrwraig golchwr golchwraig
myfyriwr myfyrwraig lletywr lletywraig
myfyriwr myfyrwraig swynwr swynwraig
myfyriwr myfyrwraig tafarnwr tafarnwraig
myfyriwr myfyrwraig cardotwr cardotwraig
myfyriwr myfyrwraig cariadwr cariadwraig
myfyriwr myfyrwraig canlynwr canlynwraig
myfyriwr myfyrwraig cyfrifiadurwr cyfrifiadurwraig
myfyriwr myfyrwraig carcharwr carcharwraig
myfyriwr myfyrwraig dawnsiwr dawnswraig
myfyriwr myfyrwraig benthyciwr benthycwraig
myfyriwr myfyrwraig dyluniwr dylunwraig
myfyriwr myfyrwraig carafaniwr carafanwraig
amddiffynnwr amddiffynnwraig llysieuwr llysieuwraig
amddiffynnwr amddiffynnwraig capelwr capelwraig
amddiffynnwr amddiffynnwraig caethwr caethwraig
amddiffynnwr amddiffynnwraig golchwr golchwraig
amddiffynnwr amddiffynnwraig lletywr lletywraig
amddiffynnwr amddiffynnwraig swynwr swynwraig
amddiffynnwr amddiffynnwraig tafarnwr tafarnwraig
amddiffynnwr amddiffynnwraig cardotwr cardotwraig
amddiffynnwr amddiffynnwraig cariadwr cariadwraig
amddiffynnwr amddiffynnwraig canlynwr canlynwraig
amddiffynnwr amddiffynnwraig cyfrifiadurwr cyfrifiadurwraig
amddiffynnwr amddiffynnwraig carcharwr carcharwraig
amddiffynnwr amddiffynnwraig dawnsiwr dawnswraig
amddiffynnwr amddiffynnwraig benthyciwr benthycwraig
amddiffynnwr amddiffynnwraig dyluniwr dylunwraig
amddiffynnwr amddiffynnwraig carafaniwr carafanwraig
llysieuwr llysieuwraig capelwr capelwraig
llysieuwr llysieuwraig caethwr caethwraig
llysieuwr llysieuwraig golchwr golchwraig
llysieuwr llysieuwraig lletywr lletywraig
llysieuwr llysieuwraig swynwr swynwraig
llysieuwr llysieuwraig tafarnwr tafarnwraig
llysieuwr llysieuwraig cardotwr cardotwraig
llysieuwr llysieuwraig cariadwr cariadwraig
llysieuwr llysieuwraig canlynwr canlynwraig
llysieuwr llysieuwraig cyfrifiadurwr cyfrifiadurwraig
llysieuwr llysieuwraig carcharwr carcharwraig
llysieuwr llysieuwraig dawnsiwr dawnswraig
llysieuwr llysieuwraig benthyciwr benthycwraig
llysieuwr llysieuwraig dyluniwr dylunwraig
llysieuwr llysieuwraig carafaniwr carafanwraig
capelwr capelwraig caethwr caethwraig
capelwr capelwraig golchwr golchwraig
capelwr capelwraig lletywr lletywraig
capelwr capelwraig swynwr swynwraig
capelwr capelwraig tafarnwr tafarnwraig
capelwr capelwraig cardotwr cardotwraig
capelwr capelwraig cariadwr cariadwraig
capelwr capelwraig canlynwr canlynwraig
capelwr capelwraig cyfrifiadurwr cyfrifiadurwraig
capelwr capelwraig carcharwr carcharwraig
capelwr capelwraig dawnsiwr dawnswraig
capelwr capelwraig benthyciwr benthycwraig
capelwr capelwraig dyluniwr dylunwraig
capelwr capelwraig carafaniwr carafanwraig
caethwr caethwraig golchwr golchwraig
caethwr caethwraig lletywr lletywraig
caethwr caethwraig swynwr swynwraig
caethwr caethwraig tafarnwr tafarnwraig
caethwr caethwraig cardotwr cardotwraig
caethwr caethwraig cariadwr cariadwraig
caethwr caethwraig canlynwr canlynwraig
caethwr caethwraig cyfrifiadurwr cyfrifiadurwraig
caethwr caethwraig carcharwr carcharwraig
caethwr caethwraig dawnsiwr dawnswraig
caethwr caethwraig benthyciwr benthycwraig
caethwr caethwraig dyluniwr dylunwraig
caethwr caethwraig carafaniwr carafanwraig
golchwr golchwraig lletywr lletywraig
golchwr golchwraig swynwr swynwraig
golchwr golchwraig tafarnwr tafarnwraig
golchwr golchwraig cardotwr cardotwraig
golchwr golchwraig cariadwr cariadwraig
golchwr golchwraig canlynwr canlynwraig
golchwr golchwraig cyfrifiadurwr cyfrifiadurwraig
golchwr golchwraig carcharwr carcharwraig
golchwr golchwraig dawnsiwr dawnswraig
golchwr golchwraig benthyciwr benthycwraig
golchwr golchwraig dyluniwr dylunwraig
golchwr golchwraig carafaniwr carafanwraig
lletywr lletywraig swynwr swynwraig
lletywr lletywraig tafarnwr tafarnwraig
lletywr lletywraig cardotwr cardotwraig
lletywr lletywraig cariadwr cariadwraig
lletywr lletywraig canlynwr canlynwraig
lletywr lletywraig cyfrifiadurwr cyfrifiadurwraig
lletywr lletywraig carcharwr carcharwraig
lletywr lletywraig dawnsiwr dawnswraig
lletywr lletywraig benthyciwr benthycwraig
lletywr lletywraig dyluniwr dylunwraig
lletywr lletywraig carafaniwr carafanwraig
swynwr swynwraig tafarnwr tafarnwraig
swynwr swynwraig cardotwr cardotwraig
swynwr swynwraig cariadwr cariadwraig
swynwr swynwraig canlynwr canlynwraig
swynwr swynwraig cyfrifiadurwr cyfrifiadurwraig
swynwr swynwraig carcharwr carcharwraig
swynwr swynwraig dawnsiwr dawnswraig
swynwr swynwraig benthyciwr benthycwraig
swynwr swynwraig dyluniwr dylunwraig
swynwr swynwraig carafaniwr carafanwraig
tafarnwr tafarnwraig cardotwr cardotwraig
tafarnwr tafarnwraig cariadwr cariadwraig
tafarnwr tafarnwraig canlynwr canlynwraig
tafarnwr tafarnwraig cyfrifiadurwr cyfrifiadurwraig
tafarnwr tafarnwraig carcharwr carcharwraig
tafarnwr tafarnwraig dawnsiwr dawnswraig
tafarnwr tafarnwraig benthyciwr benthycwraig
tafarnwr tafarnwraig dyluniwr dylunwraig
tafarnwr tafarnwraig carafaniwr carafanwraig
cardotwr cardotwraig cariadwr cariadwraig
cardotwr cardotwraig canlynwr canlynwraig
cardotwr cardotwraig cyfrifiadurwr cyfrifiadurwraig
cardotwr cardotwraig carcharwr carcharwraig
cardotwr cardotwraig dawnsiwr dawnswraig
cardotwr cardotwraig benthyciwr benthycwraig
cardotwr cardotwraig dyluniwr dylunwraig
cardotwr cardotwraig carafaniwr carafanwraig
cariadwr cariadwraig canlynwr canlynwraig
cariadwr cariadwraig cyfrifiadurwr cyfrifiadurwraig
cariadwr cariadwraig carcharwr carcharwraig
cariadwr cariadwraig dawnsiwr dawnswraig
cariadwr cariadwraig benthyciwr benthycwraig
cariadwr cariadwraig dyluniwr dylunwraig
cariadwr cariadwraig carafaniwr carafanwraig
canlynwr canlynwraig cyfrifiadurwr cyfrifiadurwraig
canlynwr canlynwraig carcharwr carcharwraig
canlynwr canlynwraig dawnsiwr dawnswraig
canlynwr canlynwraig benthyciwr benthycwraig
canlynwr canlynwraig dyluniwr dylunwraig
canlynwr canlynwraig carafaniwr carafanwraig
cyfrifiadurwr cyfrifiadurwraig carcharwr carcharwraig
cyfrifiadurwr cyfrifiadurwraig dawnsiwr dawnswraig
cyfrifiadurwr cyfrifiadurwraig benthyciwr benthycwraig
cyfrifiadurwr cyfrifiadurwraig dyluniwr dylunwraig
cyfrifiadurwr cyfrifiadurwraig carafaniwr carafanwraig
carcharwr carcharwraig dawnsiwr dawnswraig
carcharwr carcharwraig benthyciwr benthycwraig
carcharwr carcharwraig dyluniwr dylunwraig
carcharwr carcharwraig carafaniwr carafanwraig
dawnsiwr dawnswraig benthyciwr benthycwraig
dawnsiwr dawnswraig dyluniwr dylunwraig
dawnsiwr dawnswraig carafaniwr carafanwraig
benthyciwr benthycwraig dyluniwr dylunwraig
benthyciwr benthycwraig carafaniwr carafanwraig
dyluniwr dylunwraig carafaniwr carafanwraig
: gram?-adjective-gender
crwn crom trwm trom
crwn crom dwfn dofn
crwn crom brwnt bront
crwn crom cryf cref
crwn crom bychan bechan
crwn crom byr ber 
crwn crom gwyn gwen
crwn crom melyn melen
crwn crom gwyrdd gwerdd
crwn crom gwlyb gwleb
crwn crom syml seml
crwn crom llyfn llefn
crwn crom llym llem
crwn crom brith braith
trwm trom dwfn dofn
trwm trom brwnt bront
trwm trom cryf cref
trwm trom bychan bechan
trwm trom byr ber 
trwm trom gwyn gwen
trwm trom melyn melen
trwm trom gwyrdd gwerdd
trwm trom gwlyb gwleb
trwm trom syml seml
trwm trom llyfn llefn
trwm trom llym llem
trwm trom brith braith
dwfn dofn brwnt bront
dwfn dofn cryf cref
dwfn dofn bychan bechan
dwfn dofn byr ber 
dwfn dofn gwyn gwen
dwfn dofn melyn melen
dwfn dofn gwyrdd gwerdd
dwfn dofn gwlyb gwleb
dwfn dofn syml seml
dwfn dofn llyfn llefn
dwfn dofn llym llem
dwfn dofn brith braith
brwnt bront cryf cref
brwnt bront bychan bechan
brwnt bront byr ber 
brwnt bront gwyn gwen
brwnt bront melyn melen
brwnt bront gwyrdd gwerdd
brwnt bront gwlyb gwleb
brwnt bront syml seml
brwnt bront llyfn llefn
brwnt bront llym llem
brwnt bront brith braith
cryf cref bychan bechan
cryf cref byr ber 
cryf cref gwyn gwen
cryf cref melyn melen
cryf cref gwyrdd gwerdd
cryf cref gwlyb gwleb
cryf cref syml seml
cryf cref llyfn llefn
cryf cref llym llem
cryf cref brith braith
bychan bechan byr ber 
bychan bechan gwyn gwen
bychan bechan melyn melen
bychan bechan gwyrdd gwerdd
bychan bechan gwlyb gwleb
bychan bechan syml seml
bychan bechan llyfn llefn
bychan bechan llym llem
bychan bechan brith braith
byr ber  gwyn gwen
byr ber  melyn melen
byr ber  gwyrdd gwerdd
byr ber  gwlyb gwleb
byr ber  syml seml
byr ber  llyfn llefn
byr ber  llym llem
byr ber  brith braith
gwyn gwen melyn melen
gwyn gwen gwyrdd gwerdd
gwyn gwen gwlyb gwleb
gwyn gwen syml seml
gwyn gwen llyfn llefn
gwyn gwen llym llem
gwyn gwen brith braith
melyn melen gwyrdd gwerdd
melyn melen gwlyb gwleb
melyn melen syml seml
melyn melen llyfn llefn
melyn melen llym llem
melyn melen brith braith
gwyrdd gwerdd gwlyb gwleb
gwyrdd gwerdd syml seml
gwyrdd gwerdd llyfn llefn
gwyrdd gwerdd llym llem
gwyrdd gwerdd brith braith
gwlyb gwleb syml seml
gwlyb gwleb llyfn llefn
gwlyb gwleb llym llem
gwlyb gwleb brith braith
syml seml llyfn llefn
syml seml llym llem
syml seml brith braith
llyfn llefn llym llem
llyfn llefn brith braith
llym llem brith braith
: gram?-plural-adjectives
du duon coch cochion
du duon melyn melynion
du duon gwyrdd gwyrddion
du duon doeth doethion
du duon marw meirwon
du duon tlawd tlodion
du duon mud mudion
du duon meddw meddwon
du duon hoyw hoywon
du duon dall deillion
du duon claf cleifion
du duon caeth caethion
du duon mawr mawrion
du duon cryf cryfion
du duon byr byrion
du duon sych sychion
du duon dwfn dyfnion
du duon crwn crynion
du duon glas gleision
du duon amddifad amddifaid
du duon arall eraill
du duon bychan bychain
du duon cyfan cyfain
du duon ifanc ifainc
du duon llydan llydain
du duon truan truain
du duon cadarn cedyrn
du duon caled celyd
du duon garw geirw
du duon marw meirw
du duon ysgafn ysgeifn
du duon buan buain
coch cochion melyn melynion
coch cochion gwyrdd gwyrddion
coch cochion doeth doethion
coch cochion marw meirwon
coch cochion tlawd tlodion
coch cochion mud mudion
coch cochion meddw meddwon
coch cochion hoyw hoywon
coch cochion dall deillion
coch cochion claf cleifion
coch cochion caeth caethion
coch cochion mawr mawrion
coch cochion cryf cryfion
coch cochion byr byrion
coch cochion sych sychion
coch cochion dwfn dyfnion
coch cochion crwn crynion
coch cochion glas gleision
coch cochion amddifad amddifaid
coch cochion arall eraill
coch cochion bychan bychain
coch cochion cyfan cyfain
coch cochion ifanc ifainc
coch cochion llydan llydain
coch cochion truan truain
coch cochion cadarn cedyrn
coch cochion caled celyd
coch cochion garw geirw
coch cochion marw meirw
coch cochion ysgafn ysgeifn
coch cochion buan buain
melyn melynion gwyrdd gwyrddion
melyn melynion doeth doethion
melyn melynion marw meirwon
melyn melynion tlawd tlodion
melyn melynion mud mudion
melyn melynion meddw meddwon
melyn melynion hoyw hoywon
melyn melynion dall deillion
melyn melynion claf cleifion
melyn melynion caeth caethion
melyn melynion mawr mawrion
melyn melynion cryf cryfion
melyn melynion byr byrion
melyn melynion sych sychion
melyn melynion dwfn dyfnion
melyn melynion crwn crynion
melyn melynion glas gleision
melyn melynion amddifad amddifaid
melyn melynion arall eraill
melyn melynion bychan bychain
melyn melynion cyfan cyfain
melyn melynion ifanc ifainc
melyn melynion llydan llydain
melyn melynion truan truain
melyn melynion cadarn cedyrn
melyn melynion caled celyd
melyn melynion garw geirw
melyn melynion marw meirw
melyn melynion ysgafn ysgeifn
melyn melynion buan buain
gwyrdd gwyrddion doeth doethion
gwyrdd gwyrddion marw meirwon
gwyrdd gwyrddion tlawd tlodion
gwyrdd gwyrddion mud mudion
gwyrdd gwyrddion meddw meddwon
gwyrdd gwyrddion hoyw hoywon
gwyrdd gwyrddion dall deillion
gwyrdd gwyrddion claf cleifion
gwyrdd gwyrddion caeth caethion
gwyrdd gwyrddion mawr mawrion
gwyrdd gwyrddion cryf cryfion
gwyrdd gwyrddion byr byrion
gwyrdd gwyrddion sych sychion
gwyrdd gwyrddion dwfn dyfnion
gwyrdd gwyrddion crwn crynion
gwyrdd gwyrddion glas gleision
gwyrdd gwyrddion amddifad amddifaid
gwyrdd gwyrddion arall eraill
gwyrdd gwyrddion bychan bychain
gwyrdd gwyrddion cyfan cyfain
gwyrdd gwyrddion ifanc ifainc
gwyrdd gwyrddion llydan llydain
gwyrdd gwyrddion truan truain
gwyrdd gwyrddion cadarn cedyrn
gwyrdd gwyrddion caled celyd
gwyrdd gwyrddion garw geirw
gwyrdd gwyrddion marw meirw
gwyrdd gwyrddion ysgafn ysgeifn
gwyrdd gwyrddion buan buain
doeth doethion marw meirwon
doeth doethion tlawd tlodion
doeth doethion mud mudion
doeth doethion meddw meddwon
doeth doethion hoyw hoywon
doeth doethion dall deillion
doeth doethion claf cleifion
doeth doethion caeth caethion
doeth doethion mawr mawrion
doeth doethion cryf cryfion
doeth doethion byr byrion
doeth doethion sych sychion
doeth doethion dwfn dyfnion
doeth doethion crwn crynion
doeth doethion glas gleision
doeth doethion amddifad amddifaid
doeth doethion arall eraill
doeth doethion bychan bychain
doeth doethion cyfan cyfain
doeth doethion ifanc ifainc
doeth doethion llydan llydain
doeth doethion truan truain
doeth doethion cadarn cedyrn
doeth doethion caled celyd
doeth doethion garw geirw
doeth doethion marw meirw
doeth doethion ysgafn ysgeifn
doeth doethion buan buain
marw meirwon tlawd tlodion
marw meirwon mud mudion
marw meirwon meddw meddwon
marw meirwon hoyw hoywon
marw meirwon dall deillion
marw meirwon claf cleifion
marw meirwon caeth caethion
marw meirwon mawr mawrion
marw meirwon cryf cryfion
marw meirwon byr byrion
marw meirwon sych sychion
marw meirwon dwfn dyfnion
marw meirwon crwn crynion
marw meirwon glas gleision
marw meirwon amddifad amddifaid
marw meirwon arall eraill
marw meirwon bychan bychain
marw meirwon cyfan cyfain
marw meirwon ifanc ifainc
marw meirwon llydan llydain
marw meirwon truan truain
marw meirwon cadarn cedyrn
marw meirwon caled celyd
marw meirwon garw geirw
marw meirwon marw meirw
marw meirwon ysgafn ysgeifn
marw meirwon buan buain
tlawd tlodion mud mudion
tlawd tlodion meddw meddwon
tlawd tlodion hoyw hoywon
tlawd tlodion dall deillion
tlawd tlodion claf cleifion
tlawd tlodion caeth caethion
tlawd tlodion mawr mawrion
tlawd tlodion cryf cryfion
tlawd tlodion byr byrion
tlawd tlodion sych sychion
tlawd tlodion dwfn dyfnion
tlawd tlodion crwn crynion
tlawd tlodion glas gleision
tlawd tlodion amddifad amddifaid
tlawd tlodion arall eraill
tlawd tlodion bychan bychain
tlawd tlodion cyfan cyfain
tlawd tlodion ifanc ifainc
tlawd tlodion llydan llydain
tlawd tlodion truan truain
tlawd tlodion cadarn cedyrn
tlawd tlodion caled celyd
tlawd tlodion garw geirw
tlawd tlodion marw meirw
tlawd tlodion ysgafn ysgeifn
tlawd tlodion buan buain
mud mudion meddw meddwon
mud mudion hoyw hoywon
mud mudion dall deillion
mud mudion claf cleifion
mud mudion caeth caethion
mud mudion mawr mawrion
mud mudion cryf cryfion
mud mudion byr byrion
mud mudion sych sychion
mud mudion dwfn dyfnion
mud mudion crwn crynion
mud mudion glas gleision
mud mudion amddifad amddifaid
mud mudion arall eraill
mud mudion bychan bychain
mud mudion cyfan cyfain
mud mudion ifanc ifainc
mud mudion llydan llydain
mud mudion truan truain
mud mudion cadarn cedyrn
mud mudion caled celyd
mud mudion garw geirw
mud mudion marw meirw
mud mudion ysgafn ysgeifn
mud mudion buan buain
meddw meddwon hoyw hoywon
meddw meddwon dall deillion
meddw meddwon claf cleifion
meddw meddwon caeth caethion
meddw meddwon mawr mawrion
meddw meddwon cryf cryfion
meddw meddwon byr byrion
meddw meddwon sych sychion
meddw meddwon dwfn dyfnion
meddw meddwon crwn crynion
meddw meddwon glas gleision
meddw meddwon amddifad amddifaid
meddw meddwon arall eraill
meddw meddwon bychan bychain
meddw meddwon cyfan cyfain
meddw meddwon ifanc ifainc
meddw meddwon llydan llydain
meddw meddwon truan truain
meddw meddwon cadarn cedyrn
meddw meddwon caled celyd
meddw meddwon garw geirw
meddw meddwon marw meirw
meddw meddwon ysgafn ysgeifn
meddw meddwon buan buain
hoyw hoywon dall deillion
hoyw hoywon claf cleifion
hoyw hoywon caeth caethion
hoyw hoywon mawr mawrion
hoyw hoywon cryf cryfion
hoyw hoywon byr byrion
hoyw hoywon sych sychion
hoyw hoywon dwfn dyfnion
hoyw hoywon crwn crynion
hoyw hoywon glas gleision
hoyw hoywon amddifad amddifaid
hoyw hoywon arall eraill
hoyw hoywon bychan bychain
hoyw hoywon cyfan cyfain
hoyw hoywon ifanc ifainc
hoyw hoywon llydan llydain
hoyw hoywon truan truain
hoyw hoywon cadarn cedyrn
hoyw hoywon caled celyd
hoyw hoywon garw geirw
hoyw hoywon marw meirw
hoyw hoywon ysgafn ysgeifn
hoyw hoywon buan buain
dall deillion claf cleifion
dall deillion caeth caethion
dall deillion mawr mawrion
dall deillion cryf cryfion
dall deillion byr byrion
dall deillion sych sychion
dall deillion dwfn dyfnion
dall deillion crwn crynion
dall deillion glas gleision
dall deillion amddifad amddifaid
dall deillion arall eraill
dall deillion bychan bychain
dall deillion cyfan cyfain
dall deillion ifanc ifainc
dall deillion llydan llydain
dall deillion truan truain
dall deillion cadarn cedyrn
dall deillion caled celyd
dall deillion garw geirw
dall deillion marw meirw
dall deillion ysgafn ysgeifn
dall deillion buan buain
claf cleifion caeth caethion
claf cleifion mawr mawrion
claf cleifion cryf cryfion
claf cleifion byr byrion
claf cleifion sych sychion
claf cleifion dwfn dyfnion
claf cleifion crwn crynion
claf cleifion glas gleision
claf cleifion amddifad amddifaid
claf cleifion arall eraill
claf cleifion bychan bychain
claf cleifion cyfan cyfain
claf cleifion ifanc ifainc
claf cleifion llydan llydain
claf cleifion truan truain
claf cleifion cadarn cedyrn
claf cleifion caled celyd
claf cleifion garw geirw
claf cleifion marw meirw
claf cleifion ysgafn ysgeifn
claf cleifion buan buain
caeth caethion mawr mawrion
caeth caethion cryf cryfion
caeth caethion byr byrion
caeth caethion sych sychion
caeth caethion dwfn dyfnion
caeth caethion crwn crynion
caeth caethion glas gleision
caeth caethion amddifad amddifaid
caeth caethion arall eraill
caeth caethion bychan bychain
caeth caethion cyfan cyfain
caeth caethion ifanc ifainc
caeth caethion llydan llydain
caeth caethion truan truain
caeth caethion cadarn cedyrn
caeth caethion caled celyd
caeth caethion garw geirw
caeth caethion marw meirw
caeth caethion ysgafn ysgeifn
caeth caethion buan buain
mawr mawrion cryf cryfion
mawr mawrion byr byrion
mawr mawrion sych sychion
mawr mawrion dwfn dyfnion
mawr mawrion crwn crynion
mawr mawrion glas gleision
mawr mawrion amddifad amddifaid
mawr mawrion arall eraill
mawr mawrion bychan bychain
mawr mawrion cyfan cyfain
mawr mawrion ifanc ifainc
mawr mawrion llydan llydain
mawr mawrion truan truain
mawr mawrion cadarn cedyrn
mawr mawrion caled celyd
mawr mawrion garw geirw
mawr mawrion marw meirw
mawr mawrion ysgafn ysgeifn
mawr mawrion buan buain
cryf cryfion byr byrion
cryf cryfion sych sychion
cryf cryfion dwfn dyfnion
cryf cryfion crwn crynion
cryf cryfion glas gleision
cryf cryfion amddifad amddifaid
cryf cryfion arall eraill
cryf cryfion bychan bychain
